ID,MemoryType,Valence,AbsDiff,Accuracy
19,OO,Neutral,3,1
19,ON,Neutral,3,1
19,OO,Neutral,2,1
19,ON,Negative,1,0
19,OO,Negative,4,0
19,ON,Negative,5,0
19,OO,Neutral,3,1
19,ON,Negative,3,1
19,OO,Negative,2,1
19,ON,Negative,3,0
19,OO,Negative,3,1
19,ON,Negative,1,1
19,OO,Neutral,4,0
19,ON,Neutral,3,0
19,OO,Negative,2,0
19,ON,Negative,3,0
19,OO,Neutral,4,1
19,ON,Neutral,1,1
20,OO,Neutral,1,0
20,ON,Neutral,1,0
20,OO,Negative,4,1
20,ON,Negative,3,0
20,OO,Neutral,5,1
20,ON,Neutral,3,0
20,OO,Negative,1,0
20,ON,Negative,1,0
20,OO,Negative,1,1
20,ON,Negative,3,0
20,OO,Neutral,3,0
20,ON,Negative,3,1
20,OO,Negative,4,1
20,ON,Negative,5,1
20,OO,Neutral,1,0
20,ON,Negative,1,0
20,OO,Neutral,1,1
20,ON,Neutral,3,1
20,OO,Negative,4,1
20,ON,Negative,5,1
20,OO,Negative,1,1
20,ON,Negative,1,1
20,OO,Neutral,3,0
20,ON,Negative,3,0
20,OO,Negative,1,1
20,ON,Neutral,1,1
20,OO,Negative,1,0
20,ON,Negative,1,1
20,OO,Neutral,3,1
20,ON,Neutral,5,0
20,OO,Neutral,2,0
20,ON,Negative,1,1
20,OO,Negative,4,1
20,ON,Negative,5,0
20,OO,Negative,1,0
20,ON,Neutral,3,0
20,OO,Neutral,5,1
20,ON,Negative,5,1
20,OO,Negative,2,1
20,ON,Neutral,1,1
20,OO,Negative,4,0
20,ON,Neutral,5,0
20,OO,Neutral,2,0
20,ON,Neutral,5,0
20,OO,Neutral,3,1
20,ON,Negative,3,1
20,OO,Negative,2,0
20,ON,Negative,5,0
20,OO,Negative,1,0
20,ON,Negative,3,0
20,OO,Neutral,3,0
20,ON,Negative,1,1
20,OO,Negative,2,1
20,ON,Negative,3,0
20,OO,Neutral,1,0
20,ON,Negative,1,1
20,OO,Negative,1,0
20,ON,Neutral,3,1
20,OO,Neutral,4,1
20,ON,Neutral,1,0
20,OO,Negative,2,1
20,ON,Negative,3,1
20,OO,Negative,3,1
20,ON,Neutral,5,0
20,OO,Neutral,1,0
20,ON,Neutral,5,1
20,OO,Neutral,4,1
20,ON,Neutral,5,1
20,OO,Negative,2,0
20,ON,Negative,5,1
20,OO,Negative,1,1
20,ON,Neutral,1,1
20,OO,Neutral,1,1
20,ON,Neutral,1,0
20,OO,Neutral,2,1
20,ON,Neutral,5,0
20,OO,Negative,1,1
20,ON,Neutral,5,1
20,OO,Neutral,1,1
20,ON,Neutral,3,0
20,OO,Neutral,3,0
20,ON,Neutral,5,1
20,OO,Negative,3,0
20,ON,Neutral,1,0
20,OO,Negative,3,1
20,ON,Neutral,3,0
20,OO,Neutral,3,0
20,ON,Negative,1,0
20,OO,Neutral,2,1
20,ON,Neutral,1,1
20,OO,Negative,3,1
20,ON,Negative,1,1
20,OO,Negative,2,0
20,ON,Negative,1,1
20,OO,Neutral,4,1
20,ON,Neutral,5,1
20,OO,Negative,1,0
20,ON,Neutral,5,0
20,OO,Neutral,1,1
20,ON,Neutral,5,1
20,OO,Neutral,5,0
20,ON,Negative,3,0
20,OO,Negative,2,0
20,ON,Neutral,3,0
20,OO,Neutral,4,1
20,ON,Neutral,5,0
20,OO,Negative,3,0
20,ON,Neutral,3,0
20,OO,Neutral,3,0
20,ON,Neutral,1,1
20,OO,Neutral,1,1
20,ON,Neutral,3,0
20,OO,Negative,3,1
20,ON,Neutral,3,1
20,OO,Negative,2,1
20,ON,Neutral,3,1
20,OO,Neutral,1,0
20,ON,Negative,3,1
20,OO,Neutral,4,1
20,ON,Neutral,5,1
20,OO,Negative,5,1
20,ON,Negative,3,0
20,OO,Neutral,2,0
20,ON,Neutral,5,0
20,OO,Neutral,1,0
20,ON,Neutral,5,1
20,OO,Negative,2,1
20,ON,Neutral,5,1
20,OO,Neutral,2,0
20,ON,Neutral,3,0
20,OO,Negative,2,0
20,ON,Neutral,5,0
20,OO,Negative,3,1
20,ON,Neutral,5,0
20,OO,Neutral,2,0
20,ON,Negative,5,0
20,OO,Neutral,1,0
20,ON,Negative,1,1
20,OO,Negative,2,0
20,ON,Neutral,1,0
20,OO,Negative,1,0
20,ON,Negative,1,1
20,OO,Neutral,3,0
20,ON,Negative,5,0
20,OO,Neutral,2,1
20,ON,Negative,3,1
20,OO,Negative,4,0
20,ON,Neutral,1,0
20,OO,Neutral,3,0
20,ON,Negative,3,0
20,OO,Negative,2,1
20,ON,Negative,1,1
20,OO,Negative,3,0
20,ON,Neutral,3,1
20,OO,Neutral,4,0
20,ON,Neutral,5,0
20,OO,Negative,2,0
20,ON,Neutral,3,0
20,OO,Neutral,4,1
20,ON,Negative,5,0
21,OO,Neutral,1,1
21,ON,Negative,5,0
21,OO,Negative,4,1
21,ON,Neutral,3,1
21,OO,Neutral,5,1
21,ON,Neutral,5,1
21,OO,Negative,1,0
21,ON,Neutral,3,1
21,OO,Negative,1,0
21,ON,Neutral,1,1
21,OO,Neutral,3,1
21,ON,Negative,3,1
21,OO,Negative,4,1
21,ON,Neutral,1,0
21,OO,Neutral,1,0
21,ON,Negative,3,0
21,OO,Neutral,1,1
21,ON,Negative,5,0
21,OO,Negative,4,1
21,ON,Negative,1,1
21,OO,Negative,1,1
21,ON,Neutral,1,1
21,OO,Neutral,3,1
21,ON,Negative,1,1
21,OO,Negative,1,0
21,ON,Negative,5,0
21,OO,Negative,1,1
21,ON,Neutral,5,1
21,OO,Neutral,3,1
21,ON,Neutral,5,0
21,OO,Neutral,2,0
21,ON,Neutral,3,0
21,OO,Negative,4,1
21,ON,Neutral,5,0
21,OO,Negative,1,1
21,ON,Neutral,5,0
21,OO,Neutral,5,1
21,ON,Neutral,5,1
21,OO,Negative,2,1
21,ON,Negative,3,0
21,OO,Negative,4,1
21,ON,Neutral,5,0
21,OO,Neutral,2,0
21,ON,Negative,3,1
21,OO,Neutral,3,1
21,ON,Neutral,3,1
21,OO,Negative,2,1
21,ON,Neutral,3,0
21,OO,Negative,1,0
21,ON,Neutral,3,0
21,OO,Neutral,3,1
21,ON,Neutral,1,1
21,OO,Negative,2,0
21,ON,Neutral,3,0
21,OO,Neutral,1,1
21,ON,Neutral,5,0
21,OO,Negative,1,1
21,ON,Neutral,3,0
21,OO,Neutral,4,0
21,ON,Negative,3,1
21,OO,Negative,2,1
21,ON,Neutral,5,0
21,OO,Negative,3,1
21,ON,Neutral,5,0
21,OO,Neutral,1,1
21,ON,Neutral,5,0
21,OO,Neutral,4,0
21,ON,Negative,1,0
21,OO,Negative,2,0
21,ON,Negative,1,1
21,OO,Negative,1,0
21,ON,Neutral,1,0
21,OO,Neutral,1,0
21,ON,Negative,1,0
21,OO,Neutral,2,1
21,ON,Neutral,3,1
21,OO,Negative,1,1
21,ON,Neutral,1,0
21,OO,Neutral,1,1
21,ON,Neutral,5,1
21,OO,Neutral,3,0
21,ON,Neutral,3,1
21,OO,Negative,3,0
21,ON,Neutral,5,0
21,OO,Negative,3,1
21,ON,Neutral,5,1
21,OO,Neutral,3,1
21,ON,Neutral,1,1
21,OO,Neutral,2,1
21,ON,Neutral,1,0
21,OO,Negative,3,0
21,ON,Negative,5,0
21,OO,Negative,2,0
21,ON,Neutral,5,1
21,OO,Neutral,4,0
21,ON,Neutral,5,0
21,OO,Neutral,1,1
21,ON,Neutral,5,1
21,OO,Neutral,1,0
21,ON,Negative,3,1
21,OO,Neutral,5,1
21,ON,Neutral,1,1
21,OO,Negative,2,1
21,ON,Neutral,3,1
21,OO,Neutral,4,0
21,ON,Negative,1,1
21,OO,Negative,3,1
21,ON,Negative,3,0
21,OO,Neutral,3,1
21,ON,Negative,1,1
21,OO,Neutral,1,1
21,ON,Negative,3,0
21,OO,Negative,3,1
21,ON,Negative,5,1
21,OO,Negative,2,1
21,ON,Negative,3,0
21,OO,Neutral,1,0
21,ON,Neutral,5,1
21,OO,Neutral,4,1
21,ON,Neutral,5,0
21,OO,Negative,5,0
21,ON,Neutral,1,1
21,OO,Neutral,2,1
21,ON,Negative,5,1
21,OO,Neutral,1,0
21,ON,Neutral,3,0
21,OO,Negative,2,0
21,ON,Negative,5,1
21,OO,Neutral,2,1
21,ON,Negative,1,1
21,OO,Negative,2,1
21,ON,Neutral,5,1
21,OO,Negative,3,0
21,ON,Negative,1,0
21,OO,Neutral,2,1
21,ON,Neutral,1,0
21,OO,Neutral,1,0
21,ON,Negative,3,0
21,OO,Negative,2,0
21,ON,Negative,1,1
21,OO,Negative,1,0
21,ON,Negative,5,0
21,OO,Neutral,3,0
21,ON,Neutral,3,1
21,OO,Neutral,2,1
21,ON,Negative,1,0
21,OO,Neutral,4,1
21,ON,Negative,5,0
21,OO,Neutral,3,0
21,ON,Negative,3,1
21,OO,Negative,2,1
21,ON,Negative,3,0
21,OO,Negative,3,1
21,ON,Negative,1,1
21,OO,Neutral,4,1
21,ON,Neutral,3,0
21,OO,Negative,2,0
21,ON,Negative,3,1
21,OO,Neutral,4,1
21,ON,Neutral,1,1
23,OO,Neutral,1,0
23,ON,Neutral,1,1
23,OO,Negative,4,1
23,ON,Negative,3,0
23,OO,Neutral,5,1
23,ON,Neutral,3,1
23,OO,Negative,1,0
23,ON,Negative,1,0
23,OO,Negative,1,1
23,ON,Negative,3,1
23,OO,Neutral,3,1
23,ON,Negative,3,1
23,OO,Negative,4,1
23,ON,Negative,5,1
23,OO,Neutral,1,0
23,ON,Negative,1,1
23,OO,Neutral,1,0
23,ON,Neutral,3,0
23,OO,Negative,4,1
23,ON,Negative,5,1
23,OO,Negative,1,1
23,ON,Negative,1,0
23,OO,Neutral,3,1
23,ON,Negative,3,1
23,OO,Negative,1,0
23,ON,Neutral,1,0
23,OO,Negative,1,1
23,ON,Negative,1,1
23,OO,Neutral,3,0
23,ON,Neutral,5,1
23,OO,Neutral,2,1
23,ON,Negative,1,0
23,OO,Negative,4,1
23,ON,Negative,5,1
23,OO,Negative,1,1
23,ON,Neutral,3,1
23,OO,Neutral,5,1
23,ON,Negative,5,0
23,OO,Negative,2,0
23,ON,Neutral,1,0
23,OO,Negative,4,1
23,ON,Neutral,5,1
23,OO,Neutral,2,1
23,ON,Neutral,5,1
23,OO,Neutral,3,1
23,ON,Negative,3,0
23,OO,Negative,2,1
23,ON,Negative,5,1
23,OO,Negative,1,1
23,ON,Negative,3,1
23,OO,Neutral,3,1
23,ON,Negative,1,1
23,OO,Negative,2,1
23,ON,Negative,3,1
23,OO,Neutral,1,0
23,ON,Negative,1,1
23,OO,Negative,1,0
23,ON,Neutral,3,1
23,OO,Neutral,4,1
23,ON,Neutral,1,0
23,OO,Negative,2,1
23,ON,Negative,3,1
23,OO,Negative,3,1
23,ON,Neutral,5,1
23,OO,Neutral,1,0
23,ON,Neutral,5,0
23,OO,Neutral,4,1
23,ON,Neutral,5,0
23,OO,Negative,2,1
23,ON,Negative,5,1
23,OO,Negative,1,0
23,ON,Neutral,1,1
23,OO,Neutral,1,1
23,ON,Neutral,1,0
23,OO,Neutral,2,0
23,ON,Neutral,5,1
23,OO,Negative,1,1
23,ON,Neutral,5,1
23,OO,Neutral,1,1
23,ON,Neutral,3,0
23,OO,Neutral,3,1
23,ON,Neutral,5,1
23,OO,Negative,3,1
23,ON,Neutral,1,1
23,OO,Negative,3,1
23,ON,Neutral,3,0
23,OO,Neutral,3,1
23,ON,Neutral,5,0
23,OO,Neutral,2,1
23,ON,Neutral,1,1
23,OO,Negative,3,1
23,ON,Negative,1,1
23,OO,Negative,2,1
23,ON,Negative,1,1
23,OO,Neutral,4,1
23,ON,Neutral,5,1
23,OO,Neutral,1,0
23,ON,Neutral,5,0
23,OO,Neutral,1,1
23,ON,Neutral,5,0
23,OO,Neutral,5,1
23,ON,Negative,3,1
23,OO,Negative,2,1
23,ON,Neutral,3,0
23,OO,Neutral,4,1
23,ON,Neutral,5,1
23,OO,Negative,3,1
23,ON,Neutral,3,1
23,OO,Neutral,3,1
23,ON,Neutral,1,1
23,OO,Neutral,1,1
23,ON,Neutral,3,1
23,OO,Negative,3,1
23,ON,Neutral,3,1
23,OO,Negative,2,0
23,ON,Neutral,3,1
23,OO,Neutral,1,0
23,ON,Negative,3,0
23,OO,Neutral,4,1
23,ON,Neutral,5,0
23,OO,Negative,5,0
23,ON,Negative,3,1
23,OO,Neutral,2,1
23,ON,Neutral,5,1
23,OO,Neutral,1,0
23,ON,Neutral,5,1
23,OO,Negative,2,1
23,ON,Neutral,5,1
23,OO,Neutral,2,1
23,ON,Neutral,3,1
23,OO,Negative,2,0
23,ON,Neutral,5,1
23,OO,Negative,3,1
23,ON,Neutral,5,1
23,OO,Neutral,2,0
23,ON,Negative,5,1
23,OO,Neutral,1,1
23,ON,Negative,1,0
23,OO,Negative,2,1
23,ON,Neutral,1,0
23,OO,Negative,1,1
23,ON,Negative,1,0
23,OO,Neutral,3,1
23,ON,Negative,5,1
23,OO,Neutral,2,1
23,ON,Negative,3,1
23,OO,Negative,4,1
23,ON,Neutral,1,1
23,OO,Neutral,3,1
23,ON,Negative,3,0
23,OO,Negative,2,0
23,ON,Negative,1,0
23,OO,Negative,3,1
23,ON,Neutral,3,1
23,OO,Neutral,4,1
23,ON,Neutral,5,0
23,OO,Negative,2,0
23,ON,Neutral,3,1
23,OO,Neutral,4,1
23,ON,Negative,5,0
24,OO,Neutral,1,0
24,ON,Negative,5,0
24,OO,Negative,4,1
24,ON,Neutral,3,1
24,OO,Neutral,5,1
24,ON,Neutral,5,1
24,OO,Negative,1,0
24,ON,Neutral,3,1
24,OO,Negative,1,0
24,ON,Neutral,1,1
24,OO,Neutral,3,0
24,ON,Negative,3,1
24,OO,Negative,4,1
24,ON,Neutral,1,0
24,OO,Neutral,1,1
24,ON,Negative,3,0
24,OO,Neutral,1,1
24,ON,Neutral,5,1
24,OO,Negative,4,0
24,ON,Negative,1,1
24,OO,Negative,1,1
24,ON,Neutral,1,1
24,OO,Neutral,3,1
24,ON,Negative,1,1
24,OO,Negative,1,1
24,ON,Negative,5,0
24,OO,Negative,1,1
24,ON,Neutral,5,1
24,OO,Neutral,3,1
24,ON,Neutral,5,0
24,OO,Neutral,2,0
24,ON,Neutral,3,1
24,OO,Negative,4,0
24,ON,Neutral,5,0
24,OO,Negative,1,0
24,ON,Neutral,5,0
24,OO,Neutral,5,1
24,ON,Neutral,5,0
24,OO,Negative,2,0
24,ON,Negative,3,1
24,OO,Negative,4,1
24,ON,Neutral,5,1
24,OO,Neutral,2,1
24,ON,Negative,3,0
24,OO,Neutral,3,1
24,ON,Neutral,3,1
24,OO,Negative,2,0
24,ON,Neutral,3,0
24,OO,Negative,1,0
24,ON,Neutral,3,1
24,OO,Neutral,3,1
24,ON,Neutral,1,1
24,OO,Negative,2,0
24,ON,Neutral,3,1
24,OO,Neutral,1,0
24,ON,Neutral,5,0
24,OO,Negative,1,1
24,ON,Neutral,3,0
24,OO,Neutral,4,1
24,ON,Negative,3,1
24,OO,Negative,2,1
24,ON,Neutral,5,1
24,OO,Negative,3,1
24,ON,Neutral,5,0
24,OO,Neutral,1,0
24,ON,Neutral,5,0
24,OO,Neutral,4,1
24,ON,Negative,1,1
24,OO,Negative,2,0
24,ON,Negative,1,0
24,OO,Negative,1,1
24,ON,Neutral,1,1
24,OO,Neutral,1,1
24,ON,Negative,1,0
24,OO,Neutral,2,1
24,ON,Negative,3,1
24,OO,Negative,1,1
24,ON,Neutral,1,1
24,OO,Neutral,1,0
24,ON,Neutral,5,1
24,OO,Neutral,3,0
24,ON,Neutral,3,1
24,OO,Negative,3,1
24,ON,Neutral,5,1
24,OO,Negative,3,1
24,ON,Neutral,5,1
24,OO,Neutral,3,1
24,ON,Neutral,1,0
24,OO,Neutral,2,0
24,ON,Neutral,1,0
24,OO,Negative,3,1
24,ON,Negative,5,1
24,OO,Negative,2,1
24,ON,Neutral,5,0
24,OO,Neutral,4,1
24,ON,Neutral,5,1
24,OO,Neutral,1,1
24,ON,Neutral,5,1
24,OO,Neutral,1,1
24,ON,Negative,3,1
24,OO,Neutral,5,1
24,ON,Neutral,1,1
24,OO,Negative,2,0
24,ON,Neutral,3,0
24,OO,Neutral,4,0
24,ON,Negative,1,0
24,OO,Negative,3,1
24,ON,Negative,3,1
24,OO,Neutral,3,0
24,ON,Negative,1,0
24,OO,Neutral,1,1
24,ON,Negative,3,1
24,OO,Negative,3,1
24,ON,Negative,5,1
24,OO,Negative,2,1
24,ON,Negative,3,1
24,OO,Neutral,1,0
24,ON,Neutral,5,0
24,OO,Neutral,4,1
24,ON,Neutral,5,0
24,OO,Negative,5,1
24,ON,Neutral,1,1
24,OO,Neutral,2,0
24,ON,Negative,5,1
24,OO,Neutral,1,0
24,ON,Neutral,3,1
24,OO,Negative,2,1
24,ON,Negative,5,1
24,OO,Neutral,2,1
24,ON,Negative,1,1
24,OO,Negative,2,1
24,ON,Neutral,5,1
24,OO,Negative,3,1
24,ON,Negative,1,0
24,OO,Neutral,2,0
24,ON,Neutral,1,0
24,OO,Neutral,1,0
24,ON,Negative,3,1
24,OO,Negative,2,1
24,ON,Negative,1,0
24,OO,Negative,1,1
24,ON,Negative,5,0
24,OO,Neutral,3,1
24,ON,Neutral,3,0
24,OO,Neutral,2,1
24,ON,Negative,1,0
24,OO,Neutral,4,1
24,ON,Negative,5,0
24,OO,Neutral,3,0
24,ON,Negative,3,1
24,OO,Negative,2,1
24,ON,Negative,3,0
24,OO,Negative,3,0
24,ON,Negative,1,1
24,OO,Neutral,4,0
24,ON,Neutral,3,0
24,OO,Negative,2,0
24,ON,Negative,3,1
24,OO,Neutral,4,1
24,ON,Neutral,1,0
27,OO,Neutral,1,0
27,ON,Neutral,1,1
27,OO,Negative,4,1
27,ON,Negative,3,0
27,OO,Neutral,5,1
27,ON,Neutral,3,1
27,OO,Negative,1,0
27,ON,Negative,1,0
27,OO,Negative,1,0
27,ON,Negative,3,1
27,OO,Neutral,3,1
27,ON,Negative,3,0
27,OO,Negative,4,0
27,ON,Negative,5,0
27,OO,Neutral,1,1
27,ON,Negative,1,1
27,OO,Neutral,1,1
27,ON,Neutral,3,0
27,OO,Negative,4,0
27,ON,Negative,5,0
27,OO,Negative,1,0
27,ON,Negative,1,1
27,OO,Neutral,3,1
27,ON,Negative,3,1
27,OO,Negative,1,0
27,ON,Neutral,1,1
27,OO,Negative,1,0
27,ON,Negative,1,0
27,OO,Neutral,3,1
27,ON,Neutral,5,1
27,OO,Neutral,2,0
27,ON,Negative,1,0
27,OO,Negative,4,1
27,ON,Negative,5,1
27,OO,Negative,1,0
27,ON,Neutral,3,1
27,OO,Neutral,5,0
27,ON,Negative,5,1
27,OO,Negative,2,1
27,ON,Neutral,1,0
27,OO,Negative,4,1
27,ON,Neutral,5,0
27,OO,Neutral,2,1
27,ON,Neutral,5,1
27,OO,Neutral,3,1
27,ON,Negative,3,0
27,OO,Negative,2,1
27,ON,Negative,5,1
27,OO,Negative,1,1
27,ON,Negative,3,0
27,OO,Neutral,3,0
27,ON,Negative,1,0
27,OO,Negative,2,0
27,ON,Negative,3,0
27,OO,Neutral,1,0
27,ON,Negative,1,0
27,OO,Negative,1,0
27,ON,Neutral,3,0
27,OO,Neutral,4,0
27,ON,Neutral,1,1
27,OO,Negative,2,1
27,ON,Negative,3,0
27,OO,Negative,3,0
27,ON,Neutral,5,1
27,OO,Neutral,1,0
27,ON,Neutral,5,0
27,OO,Neutral,4,1
27,ON,Neutral,5,1
27,OO,Negative,2,0
27,ON,Negative,5,1
27,OO,Negative,1,1
27,ON,Neutral,1,0
27,OO,Neutral,1,1
27,ON,Neutral,1,1
27,OO,Neutral,2,0
27,ON,Neutral,5,1
27,OO,Negative,1,1
27,ON,Neutral,5,0
27,OO,Neutral,1,1
27,ON,Neutral,3,1
27,OO,Neutral,3,0
27,ON,Neutral,5,1
27,OO,Negative,3,0
27,ON,Neutral,1,0
27,OO,Negative,3,0
27,ON,Negative,3,1
27,OO,Neutral,3,1
27,ON,Negative,1,1
27,OO,Neutral,2,1
27,ON,Neutral,1,0
27,OO,Negative,3,1
27,ON,Negative,1,1
27,OO,Negative,2,1
27,ON,Negative,1,1
27,OO,Neutral,4,1
27,ON,Neutral,5,0
27,OO,Neutral,1,0
27,ON,Neutral,5,0
27,OO,Neutral,1,1
27,ON,Neutral,5,0
27,OO,Neutral,5,1
27,ON,Negative,3,1
27,OO,Negative,2,1
27,ON,Neutral,3,1
27,OO,Neutral,4,0
27,ON,Neutral,5,1
27,OO,Negative,3,1
27,ON,Neutral,3,1
27,OO,Neutral,3,1
27,ON,Neutral,1,1
27,OO,Neutral,1,1
27,ON,Neutral,3,1
27,OO,Negative,3,1
27,ON,Neutral,3,1
27,OO,Negative,2,0
27,ON,Neutral,3,0
27,OO,Neutral,1,1
27,ON,Negative,3,1
27,OO,Neutral,4,1
27,ON,Neutral,5,0
27,OO,Negative,5,1
27,ON,Negative,3,0
27,OO,Neutral,2,0
27,ON,Neutral,5,1
27,OO,Neutral,1,1
27,ON,Neutral,5,0
27,OO,Negative,2,1
27,ON,Neutral,5,1
27,OO,Neutral,2,1
27,ON,Neutral,3,0
27,OO,Negative,2,1
27,ON,Neutral,5,0
27,OO,Negative,3,1
27,ON,Neutral,5,1
27,OO,Neutral,2,1
27,ON,Negative,5,0
27,OO,Neutral,1,1
27,ON,Negative,1,0
27,OO,Negative,2,0
27,ON,Neutral,1,1
27,OO,Negative,1,1
27,ON,Negative,1,1
27,OO,Neutral,3,1
27,ON,Negative,5,0
27,OO,Neutral,2,1
27,ON,Negative,3,0
27,OO,Neutral,4,0
27,ON,Neutral,1,0
27,OO,Neutral,3,1
27,ON,Negative,3,0
27,OO,Negative,2,0
27,ON,Neutral,1,1
27,OO,Negative,3,1
27,ON,Neutral,3,1
27,OO,Neutral,4,1
27,ON,Neutral,5,1
27,OO,Negative,2,1
27,ON,Neutral,3,0
27,OO,Neutral,4,1
27,ON,Negative,5,0
28,OO,Neutral,1,0
28,ON,Negative,5,0
28,OO,Negative,4,1
28,ON,Neutral,3,1
28,OO,Neutral,5,1
28,ON,Neutral,5,1
28,OO,Negative,1,0
28,ON,Neutral,3,1
28,OO,Negative,1,0
28,ON,Neutral,1,1
28,OO,Neutral,3,1
28,ON,Negative,3,0
28,OO,Negative,4,1
28,ON,Neutral,1,1
28,OO,Neutral,1,1
28,ON,Negative,3,0
28,OO,Neutral,1,0
28,ON,Negative,5,0
28,OO,Negative,4,1
28,ON,Negative,1,0
28,OO,Negative,1,0
28,ON,Neutral,1,1
28,OO,Neutral,3,0
28,ON,Negative,1,1
28,OO,Negative,1,1
28,ON,Negative,5,0
28,OO,Negative,1,1
28,ON,Neutral,5,1
28,OO,Neutral,3,0
28,ON,Neutral,5,0
28,OO,Neutral,2,1
28,ON,Neutral,3,0
28,OO,Negative,4,0
28,ON,Neutral,5,0
28,OO,Negative,1,0
28,ON,Neutral,5,0
28,OO,Neutral,5,0
28,ON,Neutral,5,0
28,OO,Negative,2,1
28,ON,Negative,3,0
28,OO,Negative,4,0
28,ON,Neutral,5,0
28,OO,Neutral,2,0
28,ON,Negative,3,0
28,OO,Neutral,3,0
28,ON,Neutral,3,1
28,OO,Negative,2,1
28,ON,Neutral,3,0
28,OO,Negative,1,0
28,ON,Neutral,3,1
28,OO,Neutral,3,1
28,ON,Neutral,1,0
28,OO,Negative,2,1
28,ON,Neutral,3,1
28,OO,Neutral,1,1
28,ON,Neutral,5,0
28,OO,Negative,1,0
28,ON,Neutral,3,1
28,OO,Neutral,4,1
28,ON,Negative,3,0
28,OO,Negative,2,0
28,ON,Neutral,5,1
28,OO,Negative,3,0
28,ON,Neutral,5,1
28,OO,Neutral,1,1
28,ON,Neutral,5,1
28,OO,Neutral,4,1
28,ON,Negative,1,0
28,OO,Negative,2,1
28,ON,Negative,1,1
28,OO,Negative,1,0
28,ON,Neutral,1,0
28,OO,Neutral,1,1
28,ON,Negative,1,1
28,OO,Neutral,2,1
28,ON,Negative,3,1
28,OO,Negative,1,0
28,ON,Neutral,1,0
28,OO,Neutral,1,1
28,ON,Neutral,5,0
28,OO,Neutral,3,1
28,ON,Neutral,3,0
28,OO,Negative,3,1
28,ON,Neutral,5,0
28,OO,Negative,3,0
28,ON,Neutral,5,1
28,OO,Neutral,3,1
28,ON,Neutral,1,0
28,OO,Neutral,2,1
28,ON,Neutral,1,0
28,OO,Negative,3,0
28,ON,Negative,5,0
28,OO,Negative,2,1
28,ON,Neutral,5,0
28,OO,Neutral,4,0
28,ON,Neutral,5,1
28,OO,Neutral,1,0
28,ON,Neutral,5,1
28,OO,Neutral,1,0
28,ON,Negative,3,1
28,OO,Neutral,5,0
28,ON,Neutral,1,1
28,OO,Negative,2,0
28,ON,Neutral,3,0
28,OO,Neutral,4,1
28,ON,Negative,1,1
28,OO,Negative,3,1
28,ON,Negative,3,0
28,OO,Neutral,3,1
28,ON,Negative,1,0
28,OO,Neutral,1,0
28,ON,Negative,3,0
28,OO,Negative,3,0
28,ON,Negative,5,1
28,OO,Negative,2,0
28,ON,Negative,3,1
28,OO,Neutral,1,1
28,ON,Neutral,5,1
28,OO,Neutral,4,1
28,ON,Neutral,5,0
28,OO,Negative,5,1
28,ON,Neutral,1,1
28,OO,Neutral,2,1
28,ON,Negative,5,1
28,OO,Neutral,1,1
28,ON,Neutral,3,0
28,OO,Negative,2,1
28,ON,Negative,5,1
28,OO,Neutral,2,0
28,ON,Negative,1,1
28,OO,Negative,2,0
28,ON,Neutral,5,0
28,OO,Negative,3,0
28,ON,Negative,1,1
28,OO,Neutral,2,1
28,ON,Neutral,1,0
28,OO,Neutral,1,0
28,ON,Negative,3,1
28,OO,Negative,2,1
28,ON,Negative,1,0
28,OO,Negative,1,1
28,ON,Negative,5,0
28,OO,Neutral,3,1
28,ON,Neutral,3,1
28,OO,Neutral,2,1
28,ON,Negative,1,0
28,OO,Neutral,2,0
28,ON,Negative,5,0
28,OO,Neutral,3,1
28,ON,Negative,3,1
28,OO,Negative,2,0
28,ON,Negative,3,0
28,OO,Negative,3,1
28,ON,Negative,1,1
28,OO,Neutral,4,1
28,ON,Neutral,3,1
28,OO,Negative,2,0
28,ON,Negative,3,0
28,OO,Neutral,4,0
28,ON,Neutral,1,0
29,OO,Neutral,1,1
29,ON,Neutral,1,1
29,OO,Negative,4,1
29,ON,Negative,3,0
29,OO,Neutral,5,0
29,ON,Neutral,3,0
29,OO,Negative,1,0
29,ON,Negative,1,1
29,OO,Negative,1,1
29,ON,Negative,3,0
29,OO,Neutral,3,0
29,ON,Negative,3,0
29,OO,Negative,4,0
29,ON,Negative,5,0
29,OO,Neutral,1,0
29,ON,Negative,1,1
29,OO,Neutral,1,1
29,ON,Neutral,3,1
29,OO,Negative,4,1
29,ON,Negative,5,0
29,OO,Negative,1,0
29,ON,Negative,1,0
29,OO,Neutral,3,0
29,ON,Negative,3,1
29,OO,Negative,1,1
29,ON,Neutral,1,1
29,OO,Negative,1,1
29,ON,Negative,1,1
29,OO,Neutral,3,1
29,ON,Neutral,5,1
29,OO,Neutral,2,1
29,ON,Negative,1,1
29,OO,Negative,4,0
29,ON,Negative,5,0
29,OO,Negative,1,1
29,ON,Neutral,3,0
29,OO,Neutral,5,1
29,ON,Negative,5,0
29,OO,Negative,2,1
29,ON,Neutral,1,1
29,OO,Negative,4,0
29,ON,Neutral,5,0
29,OO,Neutral,2,0
29,ON,Neutral,5,1
29,OO,Neutral,3,0
29,ON,Negative,3,0
29,OO,Negative,2,1
29,ON,Negative,5,0
29,OO,Negative,1,1
29,ON,Negative,3,0
29,OO,Neutral,3,0
29,ON,Negative,1,0
29,OO,Negative,2,0
29,ON,Negative,3,1
